MM_DD_HH,L_dashdash_k_d_t,L_dashdash_s_d_t,L_dashdash_w_d_t,L_dashdash_b1_d_t,L_dashdash_b2_d_t,L_dashdash_ba1_d_t,L_dashdash_ba2_d_t,E_E_dmd_d_t
02_17_05,0,0,0,0,0,0,0,3.503942504
02_17_06,0.791844137,0,1.055792183,0,0,0,0,1.425271406
02_17_07,0.527896092,0,0,0,0,0,0,1.297330343
02_17_08,0,0,0,0,0,0,0,0.79371314
02_17_09,0,0,0.263948046,0,0,0,0,0.761183221
02_17_10,0,0,0,0,0,0,0,0.203001438
02_17_11,0,0,0,0,0,0,0,0.676665338
02_17_12,0.791844137,0,0,0,0,0,0,0.721690878
02_17_13,0,0,0,0,0,0,0,0.178388308
02_17_14,0,0,0,0,0,0,0,0.196753651
02_17_15,0,0,0,0,0,0,0,0.511971197
02_17_16,0,0,0.263948046,0,0,0,0,0.541181769
02_17_17,0,0,0,0,0,0,0,1.49711263
02_17_18,3.959220687,0,0,0,0,0,0,1.443378067
02_17_19,1.319740229,0,0,0,23.75532412,0,0,1.454484807
02_17_20,4.751064825,5.938831031,0.527896092,0,0,0,1.7521875,1.313200273
02_17_21,0,6.598701145,0.527896092,0,0,0,1.7521875,1.785448623
02_17_22,0,7.25857126,0.527896092,0,0,0,3.504375,1.556558403
02_17_23,0,0,0.527896092,0,0,0,0,0.644964393
02_18_00,0,0,0,0,0,0,0,0.22925168
02_18_01,0,0,0,0,0,0,0,0.11975168
02_18_02,0,0,0,0,0,0,0,0.12755168
02_18_03,0,0,0,0,0,0,0,0.12755168
02_18_04,0,0,0,0,0,0,0,0.11975168
02_18_05,0,0,0,0,0,0,0,0.12755168
02_18_06,0,0,0,0,0,0,0,0.12755168
02_18_07,0,0,0.531906489,0,0,0,0,4.72161368
02_18_08,0.797859733,0,0,0,0,0,0,2.673764098
02_18_09,0.531906489,0,0,0,0,0,0,1.754497092
02_18_10,0,0,0.531906489,0,0,0,0,1.307256793
02_18_11,0,0,0,0,0,0,0,1.020784038
02_18_12,4.255251911,0,0,0,0,0,0,0.989273742
02_18_13,0,0,0.265953244,0,0,0,0,0.317971976
02_18_14,0,0,0,0,0,0,0,0.12755168
02_18_15,0,0,0,0,0,0,0,1.159445311
02_18_16,0,0,0.265953244,0,0,0,0,1.578067265
02_18_17,4.255251911,0,0.265953244,0,0,0,0,1.663830622
02_18_18,2.127625956,0,0,0,0,0,0,1.167953135
02_18_19,0,0,0,0,23.935792,0,0,1.489597212
02_18_20,6.648831112,6.648831112,0.531906489,0,0,0,1.73546875,1.397802177
02_18_21,0,6.648831112,0.531906489,0,0,0,1.73546875,1.601795358
02_18_22,0,13.29766222,0.531906489,0,0,0,3.4709375,0.686990966
02_18_23,0,0,0.531906489,0,0,0,0,0.531057418
02_19_00,0,0,0,0,0,0,0,0.22925168
02_19_01,0,0,0,0,0,0,0,0.11975168
02_19_02,0,0,0,0,0,0,0,0.12755168
02_19_03,0,0,0,0,0,0,0,0.12755168
02_19_04,0,0,0,0,0,0,0,0.11975168
02_19_05,0,0,0,0,0,0,0,0.12755168
02_19_06,0,0,0.800426388,0,0,0,0,0.288182032
02_19_07,0,0,0.800426388,0,0,0,0,3.635326001
02_19_08,4.268940734,0,0,0,0,0,0,1.704036805
02_19_09,0,0,0,0,0,0,0,0.591804792
02_19_10,0,0,0,0,0,0,0,0.462703426
02_19_11,0,0,0,0,0,0,0,0.300932786
02_19_12,0,0,0,0,0,0,0,0.12755168
02_19_13,0,0,0,0,0,0,0,0.11975168
02_19_14,0,0,0,0,0,0,0,0.12755168
02_19_15,0,0,0,0,0,0,0,0.551957293
02_19_16,0,0,0,0,0,0,0,0.70870671
02_19_17,0,0,0,0,0,0,0,0.944010765
02_19_18,0,0,0,0,0,0,0,0.60227457
02_19_19,0,0,0,0,0,0,0,1.368815392
02_19_20,0,6.003197908,0,0,0,0,0,1.666505413
02_19_21,0,6.670219897,1.067235184,0,0,0,0,1.819287086
02_19_22,0,12.6734178,0.533617592,0,0,0,0,0.470100966
02_19_23,0,0,0.533617592,0,0,0,0,0.641801206
02_20_00,0,0,0,0,0,0,0,0.319713338
02_20_01,0,0,0,0,0,0,0,0.11975168
02_20_02,0,0,0,0,0,0,0,0.12755168
02_20_03,0,0,0,0,0,0,0,0.12755168
02_20_04,0,0,0,0,0,0,0,0.11975168
02_20_05,0,0,0,0,0,0,0,3.47750316
02_20_06,0.802217698,0,1.069623598,0,0,0,0,1.67243369
02_20_07,0.534811799,0,0,0,0,0,0,1.592889109
02_20_08,0,0,0,0,0,0,0,1.238175946
02_20_09,0,0,0.267405899,0,0,0,0,0.761183221
02_20_10,0,0,0,0,0,0,0,0.203001438
02_20_11,0,0,0,0,0,0,0,0.790067203
02_20_12,0.802217698,0,0,0,0,0,0,0.69300229
02_20_13,0,0,0,0,0,0,0,0.178388308
02_20_14,0,0,0,0,0,0,0,0.196753651
02_20_15,0,0,0,0,0,0,0,0.698401246
02_20_16,0,0,0.267405899,0,0,0,0,0.619214814
02_20_17,0,0,0,0,0,0,0,1.692010682
02_20_18,4.011088492,0,0,0,0,0,0,1.512557035
02_20_19,1.337029497,0,0,0,24.06653095,0,0,1.632318867
02_20_20,4.813306191,6.016632738,0.534811799,0,0,0,1.8103125,1.456411581
02_20_21,0,6.685147487,0.534811799,0,0,0,1.8103125,1.925653381
02_20_22,0,7.353662236,0.534811799,0,0,0,3.620625,1.643320639
02_20_23,0,0,0.534811799,0,0,0,0,0.644964393
02_21_00,0,0,0,0,0,0,0,0.319713338
02_21_01,0,0,0,0,0,0,0,0.11975168
02_21_02,0,0,0,0,0,0,0,0.12755168
02_21_03,0,0,0,0,0,0,0,0.12755168
02_21_04,0,0,0,0,0,0,0,0.11975168
02_21_05,0,0,0,0,0,0,0,3.479962926
02_21_06,0.542357287,0,0.542357287,0,0,0,0,1.567104076
02_21_07,0.813535931,0,0,0,0,0,0,1.255000157
02_21_08,0,0,0,0,0,0,0,0.699840391
02_21_09,0,0,0,0,0,0,0,0.761183221
02_21_10,0,0,0,0,0,0,0,0.203001438
02_21_11,0,0,0,0,0,0,0,0.499590657
02_21_12,0,0,0,0,0,0,0,0.749265474
02_21_13,0,0,0,0,0,0,0,0.178388308
02_21_14,0,0,0,0,0,0,0,0.196753651
02_21_15,0,0,0,0,0,0,0,0.603106067
02_21_16,0,0,0,0,0,0,0,0.563724236
02_21_17,0,0,0,0,0,0,0,1.697424475
02_21_18,2.169429149,0,0,0,0,0,0,1.567656651
02_21_19,0,0,0,0,24.40607793,0,0,1.655458464
02_21_20,4.881215585,5.423572872,0,0,0,0,1.80765625,1.512554893
02_21_21,0,5.423572872,0,0,0,0,1.80765625,1.987994638
02_21_22,0,2.711786436,0.271178644,0,0,0,3.6153125,1.701067405
02_21_23,0,0,0.271178644,0,0,0,0,0.644964393
02_22_00,0,0,0,0,0,0,0,0.319713338
02_22_01,0,0,0,0,0,0,0,0.11975168
02_22_02,0,0,0,0,0,0,0,0.12755168
02_22_03,0,0,0,0,0,0,0,0.12755168
02_22_04,0,0,0,0,0,0,0,0.11975168
02_22_05,0,0,0,0,0,0,0,3.471549527
02_22_06,0.830370688,0,1.107160917,0,0,0,0,1.699530661
02_22_07,3.044692521,0,0,0,0,0,0,1.377665716
02_22_08,0,0,0.276790229,0,0,0,0,0.819349525
02_22_09,0,0,0.276790229,0,0,0,0,0.761183221
02_22_10,0,0,0,0,0,0,0,0.203001438
02_22_11,0,0,0,0,0,0,0,0.569788159
02_22_12,1.660741375,0,0,0,0,0,0,0.693616414
02_22_13,0,0,0,0,0,0,0,0.178388308
02_22_14,0,0,0,0,0,0,0,0.196753651
02_22_15,0,0,0,0,0,0,0,1.227169566
02_22_16,0,0,0.276790229,0,0,0,0,0.705420506
02_22_17,0,0,0.276790229,0,0,0,0,1.811463599
02_22_18,4.151853438,0,0.276790229,0,0,0,0,1.536353356
02_22_19,1.383951146,0,0,0,24.91112063,0,0,1.681878432
02_22_20,7.750126417,6.919755729,0.553580458,0,0,0,1.8325,1.471596356
02_22_21,0,6.919755729,0.553580458,0,0,0,1.8325,1.987376362
02_22_22,0,13.83951146,0.553580458,0,0,0,3.665,1.694528038
02_22_23,0,0,0.553580458,0,0,0,0,0.644964393
02_23_00,0,0,0,0,0,0,0,0.319713338
02_23_01,0,0,0,0,0,0,0,0.11975168
02_23_02,0,0,0,0,0,0,0,0.12755168
02_23_03,0,0,0,0,0,0,0,0.12755168
02_23_04,0,0,0,0,0,0,0,0.11975168
02_23_05,0,0,0,0,0,0,0,3.471347766
02_23_06,0.563021231,0,0.563021231,0,0,0,0,1.678054192
02_23_07,0.844531846,0,0,0,0,0,0,1.384239394
02_23_08,0,0,0,0,0,0,0,0.849528635
02_23_09,0,0,0,0,0,0,0,0.761183221
02_23_10,0,0,0,0,0,0,0,0.203001438
02_23_11,0,0,0,0,0,0,0,0.687754889
02_23_12,0,0,0,0,0,0,0,0.807379027
02_23_13,0,0,0,0,0,0,0,0.178388308
02_23_14,0,0,0,0,0,0,0,0.196753651
02_23_15,0,0,0,0,0,0,0,0.870648666
02_23_16,0,0,0,0,0,0,0,0.731352293
02_23_17,0,0,0,0,0,0,0,2.0812161
02_23_18,2.252084923,0,0,0,0,0,0,1.77067686
02_23_19,0,0,0,0,25.33595538,0,0,1.962506225
02_23_20,5.067191076,5.630212307,0,0,0,0,1.91140625,1.771893534
02_23_21,0,5.630212307,0,0,0,0,1.91140625,2.244083816
02_23_22,0,2.815106153,0.281510615,0,0,0,3.8228125,1.843335233
02_23_23,0,0,0.281510615,0,0,0,0,0.644964393
02_24_00,0,0,0,0,0,0,0,0.319713338
02_24_01,0,0,0,0,0,0,0,0.11975168
02_24_02,0,0,0,0,0,0,0,0.12755168
02_24_03,0,0,0,0,0,0,0,0.12755168
02_24_04,0,0,0,0,0,0,0,0.11975168
02_24_05,0,0,0,0,0,0,0,3.472904437
02_24_06,0.856759102,0,1.142345469,0,0,0,0,1.677884221
02_24_07,0.571172734,0,0,0,0,0,0,1.378138417
02_24_08,0,0,0,0,0,0,0,0.793914103
02_24_09,0,0,0.285586367,0,0,0,0,0.761183221
02_24_10,0,0,0,0,0,0,0,0.203001438
02_24_11,0,0,0,0,0,0,0,0.484290899
02_24_12,0.856759102,0,0,0,0,0,0,0.662104005
02_24_13,0,0,0,0,0,0,0,0.178388308
02_24_14,0,0,0,0,0,0,0,0.196753651
02_24_15,0,0,0,0,0,0,0,0.596280938
02_24_16,0,0,0.285586367,0,0,0,0,0.644253675
02_24_17,0,0,0,0,0,0,0,1.903475759
02_24_18,4.283795509,0,0,0,0,0,0,1.677641861
02_24_19,1.427931836,0,0,0,25.70277305,0,0,1.820492197
02_24_20,5.14055461,6.425693263,0.571172734,0,0,0,1.88,1.671010055
02_24_21,0,7.139659181,0.571172734,0,0,0,1.88,2.153610632
02_24_22,0,7.853625099,0.571172734,0,0,0,3.76,1.822482413
02_24_23,0,0,0.571172734,0,0,0,0,0.644964393
02_25_00,0,0,0,0,0,0,0,0.22925168
02_25_01,0,0,0,0,0,0,0,0.11975168
02_25_02,0,0,0,0,0,0,0,0.12755168
02_25_03,0,0,0,0,0,0,0,0.12755168
02_25_04,0,0,0,0,0,0,0,0.11975168
02_25_05,0,0,0,0,0,0,0,0.12755168
02_25_06,0,0,0,0,0,0,0,0.12755168
02_25_07,0,0,0.583970358,0,0,0,0,4.923828158
02_25_08,0.875955537,0,0,0,0,0,0,2.589146319
02_25_09,0.583970358,0,0,0,0,0,0,1.491807536
02_25_10,0,0,0.583970358,0,0,0,0,1.321881867
02_25_11,0,0,0,0,0,0,0,0.973091427
02_25_12,4.671762863,0,0,0,0,0,0,0.949800721
02_25_13,0,0,0.291985179,0,0,0,0,0.317971976
02_25_14,0,0,0,0,0,0,0,0.12755168
02_25_15,0,0,0,0,0,0,0,0.836293159
02_25_16,0,0,0.291985179,0,0,0,0,1.432396248
02_25_17,4.671762863,0,0.291985179,0,0,0,0,1.6660437
02_25_18,2.335881432,0,0,0,0,0,0,1.209371697
02_25_19,0,0,0,0,26.2786661,0,0,1.623229495
02_25_20,7.299629474,7.299629474,0.583970358,0,0,0,1.8409375,1.568356521
02_25_21,0,7.299629474,0.583970358,0,0,0,1.8409375,1.835716942
02_25_22,0,14.59925895,0.583970358,0,0,0,3.681875,0.686990966
02_25_23,0,0,0.583970358,0,0,0,0,0.531057418
02_26_00,0,0,0,0,0,0,0,0.22925168
02_26_01,0,0,0,0,0,0,0,0.11975168
02_26_02,0,0,0,0,0,0,0,0.12755168
02_26_03,0,0,0,0,0,0,0,0.12755168
02_26_04,0,0,0,0,0,0,0,0.11975168
02_26_05,0,0,0,0,0,0,0,0.12755168
02_26_06,0,0,0,0,0,0,0,0.12755168
02_26_07,0,0,1.196399683,0,0,0,0,4.923092899
02_26_08,0.897299762,0,0.598199842,0,0,0,0,2.415007729
02_26_09,3.58919905,0,0,0,0,0,0,1.374369988
02_26_10,0,0,0.598199842,0,0,0,0,0.699941992
02_26_11,0,0,0,0,0,0,0,0.57116284
02_26_12,4.785598733,0,0,0,0,0,0,0.675630109
02_26_13,0,0,0.299099921,0,0,0,0,0.317971976
02_26_14,0,0,0,0,0,0,0,0.12755168
02_26_15,0,0,0,0,0,0,0,0.12755168
02_26_16,0,0,0.299099921,0,0,0,0,0.885804494
02_26_17,6.580198258,0,0.299099921,0,0,0,0,1.263036847
02_26_18,0.598199842,0,0,0,0,0,0,0.958255531
02_26_19,0,0,0,0,26.91899287,0,0,1.060306862
02_26_20,11.06669707,7.47749802,0.897299762,0,0,0,1.75859375,1.231227888
02_26_21,0,13.45949644,0.897299762,0,0,0,1.75859375,1.548657477
02_26_22,0,14.95499604,0.897299762,0,0,0,3.5171875,0.686990966
02_26_23,0,0,0.897299762,0,0,0,0,0.531057418
02_27_00,0,0,0,0,0,0,0,0.319713338
02_27_01,0,0,0,0,0,0,0,0.11975168
02_27_02,0,0,0,0,0,0,0,0.12755168
02_27_03,0,0,0,0,0,0,0,0.12755168
02_27_04,0,0,0,0,0,0,0,0.11975168
02_27_05,0,0,0,0,0,0,0,3.479962926
02_27_06,0.903939198,0,1.205252264,0,0,0,0,1.519775075
02_27_07,0.602626132,0,0,0,0,0,0,1.27190873
02_27_08,0,0,0,0,0,0,0,0.734048954
02_27_09,0,0,0.301313066,0,0,0,0,0.761183221
02_27_10,0,0,0,0,0,0,0,0.203001438
02_27_11,0,0,0,0,0,0,0,0.259794927
02_27_12,0.903939198,0,0,0,0,0,0,0.476150521
02_27_13,0,0,0,0,0,0,0,0.178388308
02_27_14,0,0,0,0,0,0,0,0.196753651
02_27_15,0,0,0,0,0,0,0,0.248499174
02_27_16,0,0,0.301313066,0,0,0,0,0.340897746
02_27_17,0,0,0,0,0,0,0,0.911051904
02_27_18,4.51969599,0,0,0,0,0,0,1.051423011
02_27_19,1.50656533,0,0,0,27.11817594,0,0,0.953779017
02_27_20,5.423635188,6.779543985,0.602626132,0,0,0,1.67046875,0.830158111
02_27_21,0,7.53282665,0.602626132,0,0,0,1.67046875,1.288763749
02_27_22,0,8.286109315,0.602626132,0,0,0,3.3409375,1.197571877
02_27_23,0,0,0.602626132,0,0,0,0,0.644964393
02_28_00,0,0,0,0,0,0,0,0.319713338
02_28_01,0,0,0,0,0,0,0,0.11975168
02_28_02,0,0,0,0,0,0,0,0.12755168
02_28_03,0,0,0,0,0,0,0,0.12755168
02_28_04,0,0,0,0,0,0,0,0.11975168
02_28_05,0,0,0,0,0,0,0,2.340941017
02_28_06,0.599518817,0,0.599518817,0,0,0,0,1.107456428
02_28_07,0.899278225,0,0,0,0,0,0,1.141761212
02_28_08,0,0,0,0,0,0,0,0.855894523
02_28_09,0,0,0,0,0,0,0,0.761183221
02_28_10,0,0,0,0,0,0,0,0.203001438
02_28_11,0,0,0,0,0,0,0,1.071945073
02_28_12,0,0,0,0,0,0,0,0.858142438
02_28_13,0,0,0,0,0,0,0,0.178388308
02_28_14,0,0,0,0,0,0,0,0.196753651
02_28_15,0,0,0,0,0,0,0,0.877005018
02_28_16,0,0,0,0,0,0,0,0.569923738
02_28_17,0,0,0,0,0,0,0,1.337338665
02_28_18,2.398075267,0,0,0,0,0,0,1.219249476
02_28_19,0,0,0,0,26.97834675,0,0,1.234600485
02_28_20,5.395669351,5.995188167,0,0,0,0,1.61859375,1.061664514
02_28_21,0,5.995188167,0,0,0,0,1.61859375,1.54245192
02_28_22,0,2.997594084,0.299759408,0,0,0,3.2371875,1.587397301
02_28_23,0,0,0.299759408,0,0,0,0,0.644964393
03_01_00,0,0,0,0,0,0,0,0.319713338
03_01_01,0,0,0,0,0,0,0,0.11975168
03_01_02,0,0,0,0,0,0,0,0.12755168
03_01_03,0,0,0,0,0,0,0,0.12755168
03_01_04,0,0,0,0,0,0,0,0.11975168
03_01_05,0,0,0,0,0,0,0,3.483836815
03_01_06,0.892612054,0,1.190149405,0,0,0,0,1.956793069
03_01_07,0.595074702,0,0,0,0,0,0,1.843639255
03_01_08,0,0,0,0,0,0,0,1.524934313
03_01_09,0,0,0.297537351,0,0,0,0,0.761183221
03_01_10,0,0,0,0,0,0,0,0.203001438
03_01_11,0,0,0,0,0,0,0,3.525415875
03_01_12,0.892612054,0,0,0,0,0,0,1.629913232
03_01_13,0,0,0,0,0,0,0,0.178388308
03_01_14,0,0,0,0,0,0,0,0.196753651
03_01_15,0,0,0,0,0,0,0,3.472877034
03_01_16,0,0,0.297537351,0,0,0,0,1.412772811
03_01_17,0,0,0,0,0,0,0,3.296825029
03_01_18,4.463060268,0,0,0,0,0,0,2.363414294
03_01_19,1.487686756,0,0,0,26.77836161,0,0,2.689978693
03_01_20,5.355672322,6.694590402,0.595074702,0,0,0,1.860625,2.27669599
03_01_21,0,7.43843378,0.595074702,0,0,0,1.860625,2.634123378
03_01_22,0,8.182277158,0.595074702,0,0,0,3.72125,2.079887946
03_01_23,0,0,0.595074702,0,0,0,0,0.644964393
03_02_00,0,0,0,0,0,0,0,0.319713338
03_02_01,0,0,0,0,0,0,0,0.11975168
03_02_02,0,0,0,0,0,0,0,0.12755168
03_02_03,0,0,0,0,0,0,0,0.12755168
03_02_04,0,0,0,0,0,0,0,0.11975168
03_02_05,0,0,0,0,0,0,0,3.486020551
03_02_06,0.899242577,0,1.198990103,0,0,0,0,2.174244543
03_02_07,0.599495051,0,0,0,0,0,0,1.86918245
03_02_08,0,0,0,0,0,0,0,1.064442702
03_02_09,0,0,0.299747526,0,0,0,0,0.761183221
03_02_10,0,0,0,0,0,0,0,0.203001438
03_02_11,0,0,0,0,0,0,0,0.545977539
03_02_12,0.899242577,0,0,0,0,0,0,0.597166226
03_02_13,0,0,0,0,0,0,0,0.178388308
03_02_14,0,0,0,0,0,0,0,0.196753651
03_02_15,0,0,0,0,0,0,0,0.306608227
03_02_16,0,0,0.299747526,0,0,0,0,0.393260162
03_02_17,0,0,0,0,0,0,0,1.166162886
03_02_18,4.496212886,0,0,0,0,0,0,1.351657152
03_02_19,1.498737629,0,0,0,26.97727731,0,0,1.38096877
03_02_20,5.395455463,6.744319329,0.599495051,0,0,0,1.77515625,1.355898877
03_02_21,0,7.493688143,0.599495051,0,0,0,1.77515625,2.188510662
03_02_22,0,8.243056957,0.599495051,0,0,0,3.5503125,1.887571647
03_02_23,0,0,0.599495051,0,0,0,0,0.644964393
03_03_00,0,0,0,0,0,0,0,0.319713338
03_03_01,0,0,0,0,0,0,0,0.11975168
03_03_02,0,0,0,0,0,0,0,0.12755168
03_03_03,0,0,0,0,0,0,0,0.12755168
03_03_04,0,0,0,0,0,0,0,0.11975168
03_03_05,0,0,0,0,0,0,0,3.474839558
03_03_06,0.897237378,0,1.196316505,0,0,0,0,2.211461729
03_03_07,0.598158252,0,0,0,0,0,0,1.740504008
03_03_08,0,0,0,0,0,0,0,0.958416945
03_03_09,0,0,0.299079126,0,0,0,0,0.761183221
03_03_10,0,0,0,0,0,0,0,0.203001438
03_03_11,0,0,0,0,0,0,0,1.014818331
03_03_12,0.897237378,0,0,0,0,0,0,0.920467132
03_03_13,0,0,0,0,0,0,0,0.178388308
03_03_14,0,0,0,0,0,0,0,0.196753651
03_03_15,0,0,0,0,0,0,0,1.161670948
03_03_16,0,0,0.299079126,0,0,0,0,0.750485256
03_03_17,0,0,0,0,0,0,0,2.29902787
03_03_18,4.486186892,0,0,0,0,0,0,1.725322883
03_03_19,1.495395631,0,0,0,26.91712135,0,0,1.904919016
03_03_20,5.383424271,6.729280339,0.598158252,0,0,0,1.75859375,1.56517313
03_03_21,0,7.476978154,0.598158252,0,0,0,1.75859375,1.962542203
03_03_22,0,8.22467597,0.598158252,0,0,0,3.5171875,1.636458942
03_03_23,0,0,0.598158252,0,0,0,0,0.644964393
03_04_00,0,0,0,0,0,0,0,0.22925168
03_04_01,0,0,0,0,0,0,0,0.11975168
03_04_02,0,0,0,0,0,0,0,0.12755168
03_04_03,0,0,0,0,0,0,0,0.12755168
03_04_04,0,0,0,0,0,0,0,0.11975168
03_04_05,0,0,0,0,0,0,0,0.12755168
03_04_06,0,0,0,0,0,0,0,0.12755168
03_04_07,0,0,0.596292675,0,0,0,0,4.912811837
03_04_08,0.894439012,0,0,0,0,0,0,2.733411294
03_04_09,0.596292675,0,0,0,0,0,0,1.268775386
03_04_10,0,0,0.596292675,0,0,0,0,0.699941992
03_04_11,0,0,0,0,0,0,0,0.57116284
03_04_12,4.770341399,0,0,0,0,0,0,0.675630109
03_04_13,0,0,0.298146337,0,0,0,0,0.317971976
03_04_14,0,0,0,0,0,0,0,0.12755168
03_04_15,0,0,0,0,0,0,0,0.12755168
03_04_16,0,0,0.298146337,0,0,0,0,0.778077941
03_04_17,4.770341399,0,0.298146337,0,0,0,0,0.974730745
03_04_18,2.3851707,0,0,0,0,0,0,0.873756668
03_04_19,0,0,0,0,26.83317037,0,0,0.923133341
03_04_20,7.453658436,7.453658436,0.596292675,0,0,0,1.6153125,1.118021393
03_04_21,0,7.453658436,0.596292675,0,0,0,1.6153125,1.44690567
03_04_22,0,14.90731687,0.596292675,0,0,0,3.230625,0.686990966
03_04_23,0,0,0.596292675,0,0,0,0,0.531057418
03_05_00,0,0,0,0,0,0,0,0.22925168
03_05_01,0,0,0,0,0,0,0,0.11975168
03_05_02,0,0,0,0,0,0,0,0.12755168
03_05_03,0,0,0,0,0,0,0,0.12755168
03_05_04,0,0,0,0,0,0,0,0.11975168
03_05_05,0,0,0,0,0,0,0,0.12755168
03_05_06,0,0,0.882051341,0,0,0,0,0.288182032
03_05_07,0,0,0.882051341,0,0,0,0,5.028149563
03_05_08,4.704273817,0,0,0,0,0,0,1.884932458
03_05_09,0,0,0,0,0,0,0,0.541082293
03_05_10,0,0,0,0,0,0,0,0.11975168
03_05_11,0,0,0,0,0,0,0,0.12755168
03_05_12,0,0,0,0,0,0,0,0.12755168
03_05_13,0,0,0,0,0,0,0,0.11975168
03_05_14,0,0,0,0,0,0,0,0.12755168
03_05_15,0,0,0,0,0,0,0,0.12755168
03_05_16,0,0,0,0,0,0,0,0.11975168
03_05_17,0,0,0,0,0,0,0,0.278853854
03_05_18,0,0,0,0,0,0,0,0.326644966
03_05_19,0,0,0,0,0,0,0,0.788042955
03_05_20,0,6.615385055,0,0,0,0,0,1.412316978
03_05_21,0,7.350427839,1.176068454,0,0,0,0,1.678550031
03_05_22,0,13.96581289,0.588034227,0,0,0,0,0.470100966
03_05_23,0,0,0.588034227,0,0,0,0,0.641801206
03_06_00,0,0,0,0,0,0,0,0.319713338
03_06_01,0,0,0,0,0,0,0,0.11975168
03_06_02,0,0,0,0,0,0,0,0.12755168
03_06_03,0,0,0,0,0,0,0,0.12755168
03_06_04,0,0,0,0,0,0,0,0.11975168
03_06_05,0,0,0,0,0,0,0,3.471347766
03_06_06,0.869271541,0,1.159028722,0,0,0,0,2.282044189
03_06_07,0.579514361,0,0,0,0,0,0,1.498229087
03_06_08,0,0,0,0,0,0,0,1.005628066
03_06_09,0,0,0.28975718,0,0,0,0,0.761183221
03_06_10,0,0,0,0,0,0,0,0.203001438
03_06_11,0,0,0,0,0,0,0,1.31145937
03_06_12,0.869271541,0,0,0,0,0,0,0.854557268
03_06_13,0,0,0,0,0,0,0,0.178388308
03_06_14,0,0,0,0,0,0,0,0.196753651
03_06_15,0,0,0,0,0,0,0,0.705593316
03_06_16,0,0,0.28975718,0,0,0,0,0.555239169
03_06_17,0,0,0,0,0,0,0,1.455589791
03_06_18,4.346357707,0,0,0,0,0,0,1.344824333
03_06_19,1.448785902,0,0,0,26.07814624,0,0,1.437897457
03_06_20,5.215629248,6.51953656,0.579514361,0,0,0,1.77328125,1.295643736
03_06_21,0,7.243929511,0.579514361,0,0,0,1.77328125,1.766571837
03_06_22,0,7.968322462,0.579514361,0,0,0,3.5465625,1.587907349
03_06_23,0,0,0.579514361,0,0,0,0,0.644964393
03_07_00,0,0,0,0,0,0,0,0.319713338
03_07_01,0,0,0,0,0,0,0,0.11975168
03_07_02,0,0,0,0,0,0,0,0.12755168
03_07_03,0,0,0,0,0,0,0,0.12755168
03_07_04,0,0,0,0,0,0,0,0.11975168
03_07_05,0,0,0,0,0,0,0,3.475049675
03_07_06,0.575456433,0,0.575456433,0,0,0,0,2.197436124
03_07_07,0.863184649,0,0,0,0,0,0,1.325974647
03_07_08,0,0,0,0,0,0,0,0.763465104
03_07_09,0,0,0,0,0,0,0,0.761183221
03_07_10,0,0,0,0,0,0,0,0.203001438
03_07_11,0,0,0,0,0,0,0,0.274650202
03_07_12,0,0,0,0,0,0,0,0.476150521
03_07_13,0,0,0,0,0,0,0,0.178388308
03_07_14,0,0,0,0,0,0,0,0.196753651
03_07_15,0,0,0,0,0,0,0,0.12755168
03_07_16,0,0,0,0,0,0,0,0.183056396
03_07_17,0,0,0,0,0,0,0,0.844313612
03_07_18,2.301825732,0,0,0,0,0,0,1.032210422
03_07_19,0,0,0,0,25.89553948,0,0,0.949647535
03_07_20,5.179107897,5.754564329,0,0,0,0,1.72375,0.933563557
03_07_21,0,5.754564329,0,0,0,0,1.72375,1.462509173
03_07_22,0,2.877282165,0.287728216,0,0,0,3.4475,1.392456125
03_07_23,0,0,0.287728216,0,0,0,0,0.644964393
03_08_00,0,0,0,0,0,0,0,0.319713338
03_08_01,0,0,0,0,0,0,0,0.11975168
03_08_02,0,0,0,0,0,0,0,0.12755168
03_08_03,0,0,0,0,0,0,0,0.12755168
03_08_04,0,0,0,0,0,0,0,0.11975168
03_08_05,0,0,0,0,0,0,0,3.490863666
03_08_06,0.856500654,0,1.142000872,0,0,0,0,1.825729804
03_08_07,3.140502398,0,0,0,0,0,0,1.331680842
03_08_08,0,0,0.285500218,0,0,0,0,0.62188182
03_08_09,0,0,0.285500218,0,0,0,0,0.761183221
03_08_10,0,0,0,0,0,0,0,0.203001438
03_08_11,0,0,0,0,0,0,0,0.152180145
03_08_12,1.713001308,0,0,0,0,0,0,0.476150521
03_08_13,0,0,0,0,0,0,0,0.178388308
03_08_14,0,0,0,0,0,0,0,0.196753651
03_08_15,0,0,0,0,0,0,0,0.12755168
03_08_16,0,0,0.285500218,0,0,0,0,0.183056396
03_08_17,0,0,0.285500218,0,0,0,0,0.727376327
03_08_18,4.28250327,0,0.285500218,0,0,0,0,0.972007155
03_08_19,1.42750109,0,0,0,25.69501962,0,0,0.888131022
03_08_20,7.994006103,7.137505449,0.571000436,0,0,0,1.6228125,0.861346488
03_08_21,0,7.137505449,0.571000436,0,0,0,1.6228125,1.392531098
03_08_22,0,14.2750109,0.571000436,0,0,0,3.245625,1.423687648
03_08_23,0,0,0.571000436,0,0,0,0,0.644964393
03_09_00,0,0,0,0,0,0,0,0.319713338
03_09_01,0,0,0,0,0,0,0,0.11975168
03_09_02,0,0,0,0,0,0,0,0.12755168
